"","Heritability","Male Insecticide Exposure","Female Insecticide Exposure","Female Fitness Cost","Male Fitness Cost","Intervention Coverage","Dispersal"
"1",0.217581604494783,0.724316716327192,0.409555946729658,0.563775271572973,0.322524095360497,0.630817215513233,0.304264455647133
"2",0.0564555428860476,0.753000102807488,0.703153661053325,0.0402858069303557,0.39601510720687,0.753376304950789,0.423750081575885
"3",0.145694597185228,0.626944189767772,0.694633290581056,0.117816450676634,0.259662697575577,0.798382349583134,0.624828036325164
"4",0.0814091331275762,0.876607846654998,0.452001032375312,0.578512624103663,0.499114188821918,0.674332677501068,0.844521933584288
"5",0.248057706467784,0.485542618469894,0.511593405734864,0.338028274441998,0.372674337474937,0.889833442486674,0.553407007581927
"6",0.0868226893452462,0.252183098994754,0.408756343331537,0.183891908219535,0.149900078714997,0.831887990307454,0.785501049069054
"7",0.280553626441688,0.347002078213682,0.61379019257531,0.215465740704055,0.573056638315828,0.835269360435587,0.801131056205034
"8",0.289836983994464,0.31747289396273,0.449839564169734,0.244695328820294,0.0570872120705107,0.827860853464324,0.829121801296137
"9",0.0831377830669051,0.588263019851549,0.831962011667085,0.0663978912696913,0.578044251849656,0.583314416549113,0.841286879992597
"10",0.182777763741382,0.838115465906961,0.596171360323066,0.572063016173149,0.0513994702388616,0.88615602917077,0.144140456458032
"11",0.108178395974508,0.0146930717031471,0.755087315781857,0.183089833741171,0.0437781155631281,0.570296920042615,0.563343512316123
"12",0.26079764919118,0.829299501578417,0.437191512776655,0.292614856419957,0.356618983670377,0.523879186426923,0.224669202013947
"13",0.172999955270102,0.181052724063676,0.762682949721906,0.320303880633092,0.400737905447639,0.557192067135628,0.291711932076588
"14",0.106327670890908,0.059030300035188,0.760611702498398,0.562614258633696,0.401802231177397,0.68612008359639,0.521685000356361
"15",0.211062606792408,0.970496190055506,0.743584814941324,0.229550578271455,0.222979012710075,0.852039663771465,0.151442194473594
"16",0.196856726592255,0.219187168920878,0.66783252642951,0.267271911094826,0.399903949164408,0.873002941616252,0.216723617023043
"17",0.29018779337419,0.514982931502955,0.479738190197968,0.425359845399545,0.285622381879967,0.729309291340392,0.289896833602712
"18",0.219899472046329,0.811601230432652,0.87489381457041,0.471591085196576,0.167558306929711,0.881177994120456,0.422041781635731
"19",0.295356596248783,0.0496146332827397,0.488395382950851,0.511065084685364,0.440389175528287,0.644587680157814,0.301679914099798
"20",0.215964634539129,0.558394200586621,0.465426280430425,0.437374861615635,0.0752445825407114,0.874717675480582,0.122262878298946
"21",0.220885166031448,0.188368791199056,0.519726925512031,0.305596419353265,0.233034140810247,0.682395523998607,0.457951385336742
"22",0.211316104886029,0.818078708506329,0.524863785758265,0.318486992181436,0.307201724303069,0.859245961669851,0.791971075574718
"23",0.165044381739059,0.595963203734765,0.731908447463927,0.564551337569621,0.530174900222278,0.580974241725057,0.227648842331916
"24",0.193512785589043,0.687636231826246,0.569597126235068,0.218042986288484,0.131477698482087,0.577441432409268,0.190548586961962
"25",0.139086965271353,0.775248410124751,0.478409737099777,0.45427509800005,0.389869502424651,0.514941298644282,0.311891870512702
